country,age_group,date,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Spain,60-69,2021-06-04,86.26,20.68,0.01
Spain,60-69,2021-06-11,87.37,23.96,0.02
Spain,60-69,2021-06-18,88.4,28.49,0.02
Spain,60-69,2021-06-25,89.06,38.99,0.02
Spain,60-69,2021-07-02,89.73,51.2,0.02
Spain,60-69,2021-07-09,90.29,65.81,0.03
Spain,60-69,2021-07-16,90.8,75.69,0.03
Spain,60-69,2021-07-23,91.21,81.44,0.03
Spain,60-69,2021-07-30,91.55,84.59,0.03
Spain,60-69,2021-08-06,91.9,85.94,0.03
Spain,60-69,2021-08-13,92.22,86.71,0.03
Spain,60-69,2021-08-20,92.58,87.19,0.03
Spain,60-69,2021-08-27,92.79,87.65,0.03
Spain,60-69,2021-09-03,92.99,88.04,0.03
Spain,60-69,2021-09-10,93.15,88.4,0.04
Spain,60-69,2021-09-17,93.27,88.63,0.09
Spain,60-69,2021-09-24,93.36,88.83,0.33
Spain,60-69,2021-10-01,93.42,88.98,0.58
Spain,60-69,2021-10-08,93.47,89.09,0.78
Spain,60-69,2021-10-15,93.51,89.17,0.93
Spain,60-69,2021-10-22,93.55,89.24,1.11
Spain,60-69,2021-10-29,93.59,89.3,1.27
Spain,60-69,2021-11-05,93.62,89.34,1.41
Spain,60-69,2021-11-12,93.65,89.38,1.69
Spain,60-69,2021-11-19,93.71,89.43,2.28
Spain,60-69,2021-11-26,93.79,89.47,4.82
Spain,60-69,2021-12-03,93.91,89.56,19.11
Spain,60-69,2021-12-10,93.99,89.65,34.9
Spain,60-69,2021-12-17,94.11,89.79,54.92
Spain,60-69,2021-12-24,94.19,89.89,64.98
Spain,60-69,2021-12-31,94.25,89.97,70.79
Spain,60-69,2022-01-07,94.29,90.04,75.16
Spain,60-69,2022-01-14,94.35,90.14,79.91
Spain,60-69,2022-01-21,94.39,90.21,82.48
Spain,60-69,2022-01-28,94.42,90.26,83.93
Spain,60-69,2022-02-04,94.44,90.3,84.83
Spain,60-69,2022-02-11,94.45,90.33,85.44
Spain,60-69,2022-02-18,94.46,90.36,85.8
Spain,60-69,2022-02-25,94.47,90.38,86.06
Spain,60-69,2022-03-04,94.47,90.39,86.24
Spain,60-69,2022-03-11,94.47,90.4,86.39
Spain,60-69,2022-03-18,94.48,90.4,86.51
Spain,60-69,2022-03-25,94.48,90.41,86.64
Spain,60-69,2022-04-01,94.48,90.41,86.74
Spain,60-69,2022-04-08,94.49,90.42,86.83
Spain,60-69,2022-04-15,94.49,90.42,86.88
Spain,60-69,2022-04-22,94.49,90.42,86.95
Spain,60-69,2022-04-29,94.49,90.43,87.03
Spain,60-69,2022-05-06,94.49,90.43,87.11
Spain,60-69,2022-05-13,94.5,90.43,87.2
Spain,60-69,2022-05-20,94.5,90.43,87.3
Spain,60-69,2022-05-27,94.5,90.43,87.38
Spain,60-69,2022-06-03,94.5,90.44,87.47
Spain,60-69,2022-06-10,94.5,90.44,87.55
Spain,60-69,2022-06-17,94.51,90.44,87.63
Spain,60-69,2022-06-24,94.51,90.44,87.7
Spain,60-69,2022-07-01,94.51,90.44,87.78
Spain,60-69,2022-07-08,94.51,90.45,87.86
Spain,60-69,2022-07-15,94.51,90.45,87.94
Spain,60-69,2022-07-22,94.52,90.45,88.01
Spain,60-69,2022-07-29,94.52,90.45,88.06
Spain,60-69,2022-08-05,94.52,90.45,88.08
Spain,60-69,2022-08-12,94.52,90.45,88.11
Spain,60-69,2022-08-19,94.52,90.46,88.12
Spain,60-69,2022-08-26,94.52,90.46,88.15
Spain,60-69,2022-09-02,94.52,90.46,88.16
Spain,60-69,2022-09-09,94.52,90.46,88.18
Spain,60-69,2022-09-16,94.52,90.46,88.2
Spain,60-69,2022-09-23,94.52,90.46,88.22
Spain,60-69,2022-09-30,94.52,90.46,88.24
Spain,60-69,2022-10-07,94.52,90.46,88.27
Spain,60-69,2022-10-14,94.52,90.46,88.3
Spain,60-69,2022-10-21,94.52,90.46,88.38
Spain,60-69,2022-10-28,94.53,90.46,88.49
Spain,60-69,2022-11-04,94.53,90.46,88.6
Spain,60-69,2022-11-11,94.53,90.46,88.73
Spain,60-69,2022-11-18,94.53,90.46,88.85
Spain,60-69,2022-11-25,94.53,90.46,88.95
Spain,60-69,2022-12-02,94.53,90.46,89.03
Spain,60-69,2022-12-09,94.53,90.46,89.06
Spain,60-69,2022-12-16,94.53,90.46,89.12
Spain,60-69,2022-12-23,94.53,90.47,89.16
Spain,60-69,2022-12-30,94.53,90.47,89.18
Spain,60-69,2023-01-06,94.53,90.47,89.2
Spain,60-69,2023-01-13,94.53,90.47,89.26
Spain,60-69,2023-01-20,94.53,90.47,89.32
Spain,60-69,2023-01-27,94.53,90.47,89.35
Spain,60-69,2023-02-03,94.53,90.47,89.37
Spain,60-69,2023-02-10,94.53,90.47,89.39
Spain,60-69,2023-02-17,94.53,90.47,89.4
Spain,60-69,2023-02-24,94.53,90.47,89.41
Spain,60-69,2023-03-03,94.53,90.47,89.42
Spain,60-69,2023-03-10,94.53,90.47,89.42
Spain,60-69,2023-03-17,94.53,90.47,89.43
Spain,60-69,2023-03-24,94.53,90.47,89.43
Spain,60-69,2023-03-31,94.53,90.47,89.44
Spain,60-69,2023-04-07,94.53,90.47,89.44
Spain,60-69,2023-04-14,94.53,90.47,89.44
Spain,60-69,2023-04-21,94.53,90.47,89.44
Spain,60-69,2023-04-28,94.53,90.47,89.44
Spain,60-69,2023-05-05,94.53,90.47,89.45
Spain,60-69,2023-05-12,94.53,90.47,89.45
Spain,60-69,2023-05-19,94.53,90.47,89.45
Spain,60-69,2023-05-26,94.53,90.47,89.45
Spain,60-69,2023-06-02,94.53,90.47,89.45
Spain,60-69,2023-06-09,94.53,90.47,89.45
Spain,60-69,2023-06-16,94.53,90.47,89.45
Spain,60-69,2023-06-23,94.53,90.47,89.45
Spain,60-69,2023-06-30,94.53,90.47,89.45
Spain,60-69,2023-07-07,94.53,90.47,89.46
Spain,60-69,2023-07-14,94.53,90.47,89.46
Spain,60-69,2023-07-21,94.53,90.47,89.46
Spain,60-69,2023-07-28,94.53,90.47,89.46
Spain,60-69,2023-08-04,94.53,90.47,89.46
Spain,60-69,2023-08-11,94.53,90.47,89.46
Spain,60-69,2023-08-18,94.53,90.47,89.46
Spain,60-69,2023-08-25,94.53,90.47,89.46
Spain,60-69,2023-09-01,94.53,90.47,89.46
Spain,60-69,2023-09-08,94.53,90.47,89.46
Spain,60-69,2023-09-15,94.53,90.47,89.46
Spain,60-69,2023-09-22,94.53,90.47,89.46
Spain,60-69,2023-09-29,94.53,90.47,89.46
Spain,70-79,2021-01-08,0.69,0.0,0.0
Spain,70-79,2021-01-15,1.06,0.01,0.0
Spain,70-79,2021-01-22,1.19,0.19,0.0
Spain,70-79,2021-01-29,1.24,0.62,0.0
Spain,70-79,2021-02-05,1.29,0.95,0.0
Spain,70-79,2021-02-12,1.38,1.11,0.0
Spain,70-79,2021-02-19,1.61,1.18,0.0
Spain,70-79,2021-02-26,2.1,1.24,0.0
Spain,70-79,2021-03-05,2.61,1.32,0.0
Spain,70-79,2021-03-12,2.91,1.54,0.0
Spain,70-79,2021-03-19,3.08,2.0,0.0
Spain,70-79,2021-03-26,3.41,2.49,0.0
Spain,70-79,2021-04-02,4.94,2.75,0.0
Spain,70-79,2021-04-09,19.21,2.95,0.0
Spain,70-79,2021-04-16,43.03,3.21,0.0
Spain,70-79,2021-04-23,63.62,4.9,0.0
Spain,70-79,2021-04-30,81.71,20.18,0.0
Spain,70-79,2021-05-07,90.27,42.89,0.0
Spain,70-79,2021-05-14,92.87,63.58,0.0
Spain,70-79,2021-05-21,93.99,80.24,0.0
Spain,70-79,2021-05-28,94.64,89.09,0.0
Spain,70-79,2021-06-04,94.99,92.04,0.0
Spain,70-79,2021-06-11,95.25,93.39,0.0
Spain,70-79,2021-06-18,95.43,94.09,0.0
Spain,70-79,2021-06-25,95.56,94.46,0.0
Spain,70-79,2021-07-02,95.7,94.75,0.0
Spain,70-79,2021-07-09,95.8,94.95,0.0
Spain,70-79,2021-07-16,95.88,95.11,0.0
Spain,70-79,2021-07-23,95.96,95.27,0.0
Spain,70-79,2021-07-30,96.03,95.37,0.0
Spain,70-79,2021-08-06,96.1,95.45,0.0
Spain,70-79,2021-08-13,96.17,95.52,0.0
Spain,70-79,2021-08-20,96.24,95.58,0.0
Spain,70-79,2021-08-27,96.29,95.64,0.0
Spain,70-79,2021-09-03,96.34,95.71,0.0
Spain,70-79,2021-09-10,96.38,95.78,0.01
Spain,70-79,2021-09-17,96.42,95.83,0.07
Spain,70-79,2021-09-24,96.46,95.88,0.61
Spain,70-79,2021-10-01,96.48,95.92,1.1
Spain,70-79,2021-10-08,96.5,95.96,1.44
Spain,70-79,2021-10-15,96.52,95.99,1.66
Spain,70-79,2021-10-22,96.53,96.02,2.66
Spain,70-79,2021-10-29,96.55,96.04,5.55
Spain,70-79,2021-11-05,96.57,96.07,11.75
Spain,70-79,2021-11-12,96.59,96.1,24.31
Spain,70-79,2021-11-19,96.63,96.13,40.26
Spain,70-79,2021-11-26,96.68,96.15,57.18
Spain,70-79,2021-12-03,96.74,96.18,69.08
Spain,70-79,2021-12-10,96.78,96.21,73.59
Spain,70-79,2021-12-17,96.85,96.24,80.59
Spain,70-79,2021-12-24,96.89,96.27,84.01
Spain,70-79,2021-12-31,96.93,96.3,85.85
Spain,70-79,2022-01-07,96.95,96.33,87.09
Spain,70-79,2022-01-14,96.99,96.38,88.56
Spain,70-79,2022-01-21,97.02,96.41,89.45
Spain,70-79,2022-01-28,97.03,96.43,89.94
Spain,70-79,2022-02-04,97.05,96.45,90.25
Spain,70-79,2022-02-11,97.05,96.47,90.5
Spain,70-79,2022-02-18,97.06,96.48,90.63
Spain,70-79,2022-02-25,97.06,96.49,90.73
Spain,70-79,2022-03-04,97.07,96.5,90.8
Spain,70-79,2022-03-11,97.07,96.5,90.87
Spain,70-79,2022-03-18,97.07,96.51,90.93
Spain,70-79,2022-03-25,97.07,96.51,90.99
Spain,70-79,2022-04-01,97.08,96.51,91.03
Spain,70-79,2022-04-08,97.08,96.52,91.07
Spain,70-79,2022-04-15,97.08,96.52,91.09
Spain,70-79,2022-04-22,97.08,96.52,91.12
Spain,70-79,2022-04-29,97.08,96.52,91.15
Spain,70-79,2022-05-06,97.08,96.52,91.18
Spain,70-79,2022-05-13,97.08,96.52,91.22
Spain,70-79,2022-05-20,97.09,96.53,91.25
Spain,70-79,2022-05-27,97.09,96.53,91.28
Spain,70-79,2022-06-03,97.09,96.53,91.31
Spain,70-79,2022-06-10,97.09,96.53,91.34
Spain,70-79,2022-06-17,97.09,96.53,91.36
Spain,70-79,2022-06-24,97.09,96.53,91.38
Spain,70-79,2022-07-01,97.09,96.53,91.41
Spain,70-79,2022-07-08,97.1,96.54,91.43
Spain,70-79,2022-07-15,97.1,96.54,91.46
Spain,70-79,2022-07-22,97.1,96.54,91.48
Spain,70-79,2022-07-29,97.1,96.54,91.49
Spain,70-79,2022-08-05,97.1,96.54,91.5
Spain,70-79,2022-08-12,97.1,96.54,91.51
Spain,70-79,2022-08-19,97.1,96.54,91.52
Spain,70-79,2022-08-26,97.1,96.54,91.53
Spain,70-79,2022-09-02,97.1,96.54,91.53
Spain,70-79,2022-09-09,97.1,96.54,91.54
Spain,70-79,2022-09-16,97.1,96.54,91.55
Spain,70-79,2022-09-23,97.1,96.54,91.55
Spain,70-79,2022-09-30,97.1,96.55,91.57
Spain,70-79,2022-10-07,97.11,96.55,91.61
Spain,70-79,2022-10-14,97.11,96.55,91.64
Spain,70-79,2022-10-21,97.11,96.55,91.74
Spain,70-79,2022-10-28,97.11,96.55,91.87
Spain,70-79,2022-11-04,97.11,96.55,91.96
Spain,70-79,2022-11-11,97.11,96.55,92.08
Spain,70-79,2022-11-18,97.11,96.55,92.16
Spain,70-79,2022-11-25,97.11,96.55,92.23
Spain,70-79,2022-12-02,97.11,96.55,92.28
Spain,70-79,2022-12-09,97.11,96.55,92.3
Spain,70-79,2022-12-16,97.11,96.55,92.33
Spain,70-79,2022-12-23,97.11,96.55,92.36
Spain,70-79,2022-12-30,97.11,96.55,92.36
Spain,70-79,2023-01-06,97.11,96.55,92.37
Spain,70-79,2023-01-13,97.11,96.55,92.4
Spain,70-79,2023-01-20,97.11,96.55,92.42
Spain,70-79,2023-01-27,97.11,96.55,92.44
Spain,70-79,2023-02-03,97.11,96.55,92.45
Spain,70-79,2023-02-10,97.11,96.55,92.45
Spain,70-79,2023-02-17,97.11,96.55,92.46
Spain,70-79,2023-02-24,97.11,96.55,92.46
Spain,70-79,2023-03-03,97.11,96.55,92.46
Spain,70-79,2023-03-10,97.11,96.55,92.47
Spain,70-79,2023-03-17,97.11,96.55,92.47
Spain,70-79,2023-03-24,97.11,96.55,92.47
Spain,70-79,2023-03-31,97.11,96.55,92.48
Spain,70-79,2023-04-07,97.11,96.55,92.48
Spain,70-79,2023-04-14,97.11,96.55,92.48
Spain,70-79,2023-04-21,97.11,96.55,92.48
Spain,70-79,2023-04-28,97.11,96.55,92.48
Spain,70-79,2023-05-05,97.11,96.55,92.48
Spain,70-79,2023-05-12,97.11,96.55,92.48
Spain,70-79,2023-05-19,97.11,96.55,92.48
Spain,70-79,2023-05-26,97.11,96.55,92.48
Spain,70-79,2023-06-02,97.11,96.55,92.48
Spain,70-79,2023-06-09,97.11,96.55,92.49
Spain,70-79,2023-06-16,97.11,96.55,92.49
Spain,70-79,2023-06-23,97.11,96.55,92.49
Spain,70-79,2023-06-30,97.11,96.55,92.49
Spain,70-79,2023-07-07,97.11,96.55,92.49
Spain,70-79,2023-07-14,97.11,96.55,92.49
Spain,70-79,2023-07-21,97.11,96.55,92.49
Spain,70-79,2023-07-28,97.11,96.55,92.49
Spain,70-79,2023-08-04,97.11,96.55,92.49
Spain,70-79,2023-08-11,97.11,96.55,92.49
Spain,70-79,2023-08-18,97.11,96.55,92.49
Spain,70-79,2023-08-25,97.11,96.55,92.49
Spain,70-79,2023-09-01,97.11,96.55,92.49
Spain,70-79,2023-09-08,97.11,96.55,92.49
Spain,70-79,2023-09-15,97.11,96.55,92.49
Spain,70-79,2023-09-22,97.11,96.55,92.49
Spain,70-79,2023-09-29,97.11,96.55,92.49
Spain,80+,2021-01-08,4.62,0.0,0.0
Spain,80+,2021-01-15,6.91,0.03,0.0
Spain,80+,2021-01-22,7.66,1.21,0.0
Spain,80+,2021-01-29,7.96,4.23,0.0
Spain,80+,2021-02-05,8.25,6.35,0.0
Spain,80+,2021-02-12,8.88,7.26,0.0
Spain,80+,2021-02-19,14.09,7.65,0.0
Spain,80+,2021-02-26,25.19,7.97,0.0
Spain,80+,2021-03-05,38.63,8.59,0.0
Spain,80+,2021-03-12,47.72,13.6,0.0
Spain,80+,2021-03-19,54.05,23.58,0.0
Spain,80+,2021-03-26,63.78,36.61,0.0
Spain,80+,2021-04-02,78.73,44.34,0.0
Spain,80+,2021-04-09,93.72,51.3,0.0
Spain,80+,2021-04-16,97.35,60.31,0.0
Spain,80+,2021-04-23,98.74,75.86,0.0
Spain,80+,2021-04-30,99.52,91.9,0.0
Spain,80+,2021-05-07,100.03,96.22,0.0
Spain,80+,2021-05-14,100.41,97.82,0.0
Spain,80+,2021-05-21,100.68,98.57,0.0
Spain,80+,2021-05-28,100.87,99.06,0.0
Spain,80+,2021-06-04,101.01,99.42,0.0
Spain,80+,2021-06-11,101.14,99.7,0.0
Spain,80+,2021-06-18,101.23,99.89,0.0
Spain,80+,2021-06-25,101.29,100.02,0.0
Spain,80+,2021-07-02,101.37,100.14,0.0
Spain,80+,2021-07-09,101.43,100.22,0.0
Spain,80+,2021-07-16,101.48,100.29,0.0
Spain,80+,2021-07-23,101.53,100.36,0.0
Spain,80+,2021-07-30,101.57,100.42,0.0
Spain,80+,2021-08-06,101.62,100.46,0.0
Spain,80+,2021-08-13,101.67,100.51,0.0
Spain,80+,2021-08-20,101.71,100.55,0.0
Spain,80+,2021-08-27,101.75,100.59,0.0
Spain,80+,2021-09-03,101.78,100.64,0.0
Spain,80+,2021-09-10,101.81,100.68,0.01
Spain,80+,2021-09-17,101.83,100.71,0.06
Spain,80+,2021-09-24,101.86,100.75,3.08
Spain,80+,2021-10-01,101.88,100.78,5.71
Spain,80+,2021-10-08,101.9,100.81,7.28
Spain,80+,2021-10-15,101.91,100.83,7.94
Spain,80+,2021-10-22,101.92,100.86,11.64
Spain,80+,2021-10-29,101.94,100.88,24.03
Spain,80+,2021-11-05,101.95,100.91,38.46
Spain,80+,2021-11-12,101.98,100.94,55.32
Spain,80+,2021-11-19,102.0,100.97,66.83
Spain,80+,2021-11-26,102.04,100.99,74.11
Spain,80+,2021-12-03,102.08,101.01,79.68
Spain,80+,2021-12-10,102.11,101.03,81.74
Spain,80+,2021-12-17,102.15,101.06,85.27
Spain,80+,2021-12-24,102.19,101.08,87.17
Spain,80+,2021-12-31,102.22,101.1,88.16
Spain,80+,2022-01-07,102.24,101.13,88.78
Spain,80+,2022-01-14,102.27,101.17,89.63
Spain,80+,2022-01-21,102.29,101.19,90.18
Spain,80+,2022-01-28,102.31,101.21,90.5
Spain,80+,2022-02-04,102.32,101.23,90.72
Spain,80+,2022-02-11,102.33,101.25,90.9
Spain,80+,2022-02-18,102.34,101.26,90.99
Spain,80+,2022-02-25,102.34,101.27,91.06
Spain,80+,2022-03-04,102.34,101.28,91.11
Spain,80+,2022-03-11,102.35,101.29,91.14
Spain,80+,2022-03-18,102.35,101.29,91.17
Spain,80+,2022-03-25,102.35,101.3,91.21
Spain,80+,2022-04-01,102.36,101.3,91.23
Spain,80+,2022-04-08,102.36,101.3,91.26
Spain,80+,2022-04-15,102.36,101.3,91.27
Spain,80+,2022-04-22,102.36,101.31,91.29
Spain,80+,2022-04-29,102.36,101.31,91.31
Spain,80+,2022-05-06,102.36,101.31,91.33
Spain,80+,2022-05-13,102.37,101.31,91.35
Spain,80+,2022-05-20,102.37,101.31,91.37
Spain,80+,2022-05-27,102.37,101.31,91.38
Spain,80+,2022-06-03,102.37,101.32,91.4
Spain,80+,2022-06-10,102.37,101.32,91.41
Spain,80+,2022-06-17,102.38,101.32,91.43
Spain,80+,2022-06-24,102.38,101.32,91.44
Spain,80+,2022-07-01,102.38,101.32,91.46
Spain,80+,2022-07-08,102.38,101.32,91.47
Spain,80+,2022-07-15,102.38,101.33,91.49
Spain,80+,2022-07-22,102.38,101.33,91.5
Spain,80+,2022-07-29,102.39,101.33,91.51
Spain,80+,2022-08-05,102.39,101.33,91.52
Spain,80+,2022-08-12,102.39,101.33,91.53
Spain,80+,2022-08-19,102.39,101.33,91.53
Spain,80+,2022-08-26,102.39,101.33,91.54
Spain,80+,2022-09-02,102.39,101.33,91.54
Spain,80+,2022-09-09,102.39,101.33,91.55
Spain,80+,2022-09-16,102.39,101.33,91.55
Spain,80+,2022-09-23,102.39,101.33,91.56
Spain,80+,2022-09-30,102.39,101.34,91.66
Spain,80+,2022-10-07,102.39,101.34,91.82
Spain,80+,2022-10-14,102.4,101.34,91.96
Spain,80+,2022-10-21,102.4,101.34,92.18
Spain,80+,2022-10-28,102.4,101.34,92.37
Spain,80+,2022-11-04,102.4,101.34,92.47
Spain,80+,2022-11-11,102.4,101.34,92.57
Spain,80+,2022-11-18,102.4,101.34,92.64
Spain,80+,2022-11-25,102.4,101.34,92.7
Spain,80+,2022-12-02,102.4,101.34,92.74
Spain,80+,2022-12-09,102.4,101.34,92.75
Spain,80+,2022-12-16,102.4,101.34,92.77
Spain,80+,2022-12-23,102.4,101.34,92.79
Spain,80+,2022-12-30,102.4,101.34,92.8
Spain,80+,2023-01-06,102.4,101.34,92.81
Spain,80+,2023-01-13,102.4,101.34,92.82
Spain,80+,2023-01-20,102.4,101.34,92.84
Spain,80+,2023-01-27,102.4,101.35,92.85
Spain,80+,2023-02-03,102.4,101.35,92.85
Spain,80+,2023-02-10,102.4,101.35,92.86
Spain,80+,2023-02-17,102.41,101.35,92.87
Spain,80+,2023-02-24,102.41,101.35,92.87
Spain,80+,2023-03-03,102.41,101.35,92.87
Spain,80+,2023-03-10,102.41,101.35,92.87
Spain,80+,2023-03-17,102.41,101.35,92.88
Spain,80+,2023-03-24,102.41,101.35,92.88
Spain,80+,2023-03-31,102.41,101.35,92.88
Spain,80+,2023-04-07,102.41,101.35,92.88
Spain,80+,2023-04-14,102.41,101.35,92.89
Spain,80+,2023-04-21,102.41,101.35,92.89
Spain,80+,2023-04-28,102.41,101.35,92.89
Spain,80+,2023-05-05,102.41,101.35,92.89
Spain,80+,2023-05-12,102.41,101.35,92.89
Spain,80+,2023-05-19,102.41,101.35,92.89
Spain,80+,2023-05-26,102.41,101.35,92.89
Spain,80+,2023-06-02,102.41,101.35,92.89
Spain,80+,2023-06-09,102.41,101.35,92.89
Spain,80+,2023-06-16,102.41,101.35,92.89
Spain,80+,2023-06-23,102.41,101.35,92.89
Spain,80+,2023-06-30,102.41,101.35,92.89
Spain,80+,2023-07-07,102.41,101.35,92.9
Spain,80+,2023-07-14,102.41,101.35,92.9
Spain,80+,2023-07-21,102.41,101.35,92.9
Spain,80+,2023-07-28,102.41,101.35,92.9
Spain,80+,2023-08-04,102.41,101.35,92.9
Spain,80+,2023-08-11,102.41,101.35,92.9
Spain,80+,2023-08-18,102.41,101.35,92.9
Spain,80+,2023-08-25,102.41,101.35,92.9
Spain,80+,2023-09-01,102.41,101.35,92.9
Spain,80+,2023-09-08,102.41,101.35,92.9
Spain,80+,2023-09-15,102.41,101.35,92.9
Spain,80+,2023-09-22,102.41,101.35,92.9
Spain,80+,2023-09-29,102.41,101.35,92.9
